Reporter Name,Partner Name,Trade Flow,Indicator,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Kenya,Kyrgyz Republic,Export,Export Partner Share (%),,,,,,,,,,,,0,0.0105,0.0002,0.0034,,,0.0016,0.0045,,,0.0035,,0.0071,0.0147,0.0104,0.0146,0.0238,0.0239
Kenya,Lao PDR,Export,Export Partner Share (%),,,,,,,,,,,,0.0032,0.0039,0.0008,0.0002,,,,,,,,,,,,,,0.0015
Kenya,Latin America & Caribbean,Export,Export Partner Share (%),0.0189,,,,,0.0602,0.082,0.0643,0.2436,0.5485,0.1543,0.352,0.4321,0.3176,0.2061,0.2283,0.2125,0.1156,0.1507,,,0.5276,,1.1882,0.5876,0.6262,0.869,0.2057,0.2616
Kenya,Latvia,Export,Export Partner Share (%),,,,,,,,,,,,0.0074,0.0307,0.0163,0.0004,0.0018,0.0024,0.0004,0.0034,,,0.0177,,0.0073,0.0353,0.0803,0.0392,0.0129,0.018
Kenya,Lebanon,Export,Export Partner Share (%),0.0252,,,,,0.0291,0.0673,0.0513,0.0592,0.0711,0.0299,0.0437,0.0407,0.0217,0.0222,0.0225,0.0181,0.0382,0.0234,,,0.0243,,0.0241,0.0192,0.027,0.0128,0.0156,0.0088
Kenya,Lesotho,Export,Export Partner Share (%),,,,,,,,,,0.0002,0.0013,0,0.0002,0,0.0047,0.0189,0.0004,0.0048,0.0002,,,0.0069,,0.0106,0.005,0.0548,0.0022,0.0019,0.0015
Kenya,Liberia,Export,Export Partner Share (%),,,,,,0.0017,,0.0013,0.0065,0.0008,0.0043,0.0159,0.034,0.0522,0.0584,0.0205,0.0116,0.011,0.0027,,,0.0034,,0.015,0.0032,0.0034,0.0056,0.0052,0.0014
Kenya,Libya,Export,Export Partner Share (%),0.0014,,,,,0.0038,0.0035,0.0004,0.0101,0.0006,0.0001,0.0005,0.0007,0.0012,0.001,0.2244,0.0095,0.0221,0.0044,,,0.0235,,0.0226,0.0219,0.008,0.005,0.0208,0.0088
Kenya,Lithuania,Export,Export Partner Share (%),,,,,,,,,,,,,0.0001,,,0.0001,0,0.0005,0.0038,,,0.0037,,0.001,0.0014,0.0116,0.0045,0.0029,0.0453
Kenya,Luxembourg,Export,Export Partner Share (%),,,,,,,,0.0177,0.0562,0.0026,0.002,0,0.0008,0.0131,0.0128,0.0004,0.002,0.0016,0,,,0.0013,,0.001,0.0009,0.0011,0.0029,0.0062,0.0108
Kenya,Macao,Export,Export Partner Share (%),,,,,,,,,,,,0.0034,0.012,0.0007,,,0.0028,0.001,0.0005,,,,,0,,0.0004,0.0013,0.0005,0
Kenya,Madagascar,Export,Export Partner Share (%),0.0753,,,,,0.1402,0.1091,0.0524,0.0839,0.017,0.5208,0.2645,0.1307,0.1602,0.2066,0.2284,0.1231,0.2045,0.0836,,,0.0634,,0.0774,0.0356,0.0554,0.0576,0.1106,0.0338
Kenya,Malawi,Export,Export Partner Share (%),0.1087,,,,,0.2936,0.2937,0.2491,0.1291,0.2906,0.2681,0.4256,0.5336,0.5612,0.7589,0.7692,1.1647,0.9118,1.0408,,,0.7139,,0.5245,0.483,0.5003,0.5258,0.6093,0.642
Kenya,Malaysia,Export,Export Partner Share (%),0.1513,,,,,0.1745,0.0873,0.069,0.3066,0.2064,0.1696,0.1803,0.2038,0.1754,0.1336,0.1019,0.1644,0.0938,0.1188,,,0.1,,0.1294,0.168,0.1593,0.1739,0.1905,0.3068
Kenya,Maldives,Export,Export Partner Share (%),,,,,,,,,,0.0019,,0.0003,0,0.0025,0.0002,0.0001,,0.0009,0.0002,,,0.0016,,0.0034,0.0008,0.0012,0.0025,0.0036,0.004
Kenya,Mali,Export,Export Partner Share (%),0.0004,,,,,0.0062,0.0179,0.0005,0.0012,0.0307,0.0048,0.0514,0.0852,0.0119,0.0241,0.0255,0.0136,0.0255,0.0052,,,0.0082,,0.0191,0.0014,0.0058,0.0071,0.0394,0.0275
Kenya,Malta,Export,Export Partner Share (%),,,,,,0.0003,0,0,0.0034,0.0141,0.0259,0.0033,0.0008,0.0072,0.0991,0.0162,0.0185,0.0364,0.0404,,,0.0032,,0.0056,0.0032,0.0019,0.0099,0.0117,0.0033
Kenya,Marshall Islands,Export,Export Partner Share (%),,,,,,,,,,,,0,,0,,,,,,,,,,,,,0.0001,0.0003,0.0002
Kenya,Mauritania,Export,Export Partner Share (%),0.0001,,,,,0.0057,0.0014,0.0045,0.0001,0.0042,0.0014,0.0027,0.0082,0.0058,0.0044,0.0045,0.0052,0.0084,0.0034,,,0.0135,,0.011,0.0125,0.0073,0.0074,0.0074,0.0156
Kenya,Mauritius,Export,Export Partner Share (%),0.4424,,,,,0.7126,0.3452,0.1578,0.1211,0.1583,0.0795,0.3928,0.2809,0.1977,0.1974,0.2323,0.2408,0.3344,0.3615,,,0.2001,,0.1864,0.169,0.1871,0.1977,0.2127,0.1794
Kenya,Mayotte,Export,Export Partner Share (%),,,,,,,,,,,,0.0887,0.0478,0.0001,0.0069,,,,,,,,,,,,,,
Kenya,Mexico,Export,Export Partner Share (%),0.0124,,,,,0.0023,0.0241,0.0026,0.1561,0.1968,0.0204,0.1027,0.0155,0.0247,0.0365,0.0645,0.0343,0.0007,0.0144,,,0.0169,,0.0187,0.2256,0.3513,0.1915,0.1039,0.1043
Kenya,"Micronesia, Fed. Sts.",Export,Export Partner Share (%),,,,,,,,,,,,,,,,,0.0018,,,,,,,0.0084,,0.0007,,,
Kenya,Middle East & North Africa,Export,Export Partner Share (%),24.1625,,,,,6.2994,9.172,10.6111,11.6409,12.3809,5.5766,6.9717,6.9243,7.2479,8.254,9.4748,9.4236,9.3887,12.1686,,,11.7676,,11.6219,12.659,12.0787,13.8853,14.5094,12.4447
Kenya,Moldova,Export,Export Partner Share (%),,,,,,,,,,,,0.003,0.0025,0.0088,0.0118,0.0026,,0.0109,0.0022,,,0.0033,,0.0038,0.0001,0.0003,0.0002,0.0008,0.0004
Kenya,Mongolia,Export,Export Partner Share (%),,,,,,,,,,,,0.0004,0,0,,,,,0,,,0,,,,0.001,0.0007,0.0001,0.0012
Kenya,Montenegro,Export,Export Partner Share (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Kenya,Montserrat,Export,Export Partner Share (%),,,,,,,,,,,,,0.0001,0,,0.0003,,,,,,0.0001,,,,,,,
Kenya,Morocco,Export,Export Partner Share (%),0.0212,,,,,0.0026,0.0013,0.0118,0.0095,0.0172,0.0329,0.0485,0.0322,0.0381,0.0419,0.0516,0.0349,0.0477,0.0272,,,0.057,,0.0775,0.0724,0.0412,0.0517,0.0601,0.0759
Kenya,Mozambique,Export,Export Partner Share (%),0.0227,,,,,0.0774,0.0092,0.0304,0.0661,0.064,0.2532,0.1237,0.2512,0.2258,0.167,0.248,0.2521,0.3265,0.1888,,,0.2526,,0.2225,0.408,0.2046,0.1981,0.6138,0.1406
Kenya,Myanmar,Export,Export Partner Share (%),0.0015,,,,,,,,0,0.0117,0.0007,,,,,,,,,,,0.0067,,0.0172,0.0068,0.0069,0.0041,0.0801,0.0285
Kenya,Namibia,Export,Export Partner Share (%),,,,,,,,,0.002,0.0016,0.0008,0.0116,0.009,0.0036,0.0045,0.0114,0.0309,0.0223,0.0344,,,0.0027,,0.0116,0.0022,0.0035,0.0101,0.0198,0.0327
Kenya,Nauru,Export,Export Partner Share (%),,,,,,,,,,,,0.0002,0.0002,0.0076,0.0147,0.0147,0.0142,0.0139,0.0004,,,,,,,,,,
Kenya,Nepal,Export,Export Partner Share (%),,,,,,,,,,,0,0.0029,0.0045,0.0002,0.0003,0.0004,0.0015,0.001,0.0542,,,0.0504,,0.0027,0.006,0.0001,0.0093,0.0002,0.0104
Kenya,Netherlands,Export,Export Partner Share (%),3.2576,,,,,4.9639,4.5735,5.5342,6.0798,8.9048,7.1626,7.4217,8.3088,7.1287,7.9167,7.9806,7.6012,7.6332,6.5564,,,6.8282,,7.2355,7.5238,7.3876,7.5645,8.0557,7.6028
Kenya,Netherlands Antilles,Export,Export Partner Share (%),,,,,,,,,,,,0.014,0.0055,,,,,,,,,,,,,,,,
Kenya,New Caledonia,Export,Export Partner Share (%),,,,,,,,,,,,0.0011,0,0.0001,,,,,0,,,0,,,0,,,,0
Kenya,New Zealand,Export,Export Partner Share (%),0.0551,,,,,0.0755,0.073,0.0572,0.0516,0.0415,0.0411,0.0252,0.0321,0.0489,0.0393,0.0259,0.0434,0.0393,0.0292,,,0.0403,,0.039,0.0374,0.0421,0.0471,0.0326,0.0359
Kenya,Nicaragua,Export,Export Partner Share (%),,,,,,,,,,0.1676,0.0016,0.0006,0.0006,0.0007,,0.0003,0,0.0003,0.0002,,,0,,0,,0,0,,0
Kenya,Niger,Export,Export Partner Share (%),,,,,,,0.0097,0.0008,0.0015,0.0055,0.0002,0.0082,0.0729,0.0044,0.0016,0.009,0.0023,0.0092,0.0169,,,0.0122,,0.0073,0.0051,0.0044,0.0028,0.0389,0.0153
Kenya,Nigeria,Export,Export Partner Share (%),0.2693,,,,,0.1378,0.1314,0.136,0.4975,0.5459,0.3526,0.6082,0.5694,0.6426,0.8478,0.5973,0.9186,0.5408,0.389,,,0.4829,,0.6298,0.4428,0.4459,0.3641,0.4715,0.6274
Kenya,Niue,Export,Export Partner Share (%),,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0
Kenya,North America,Export,Export Partner Share (%),3.4427,,,,,3.4663,4.1074,2.667,2.6997,2.9497,1.6288,1.8469,1.9984,6.8653,8.5665,7.2425,6.2067,5.3579,5.7979,,,6.5436,,7.4996,8.5559,8.5909,8.2361,9.2051,7.8969
Kenya,North Macedonia,Export,Export Partner Share (%),,,,,,,,,,,,,,0.0013,,,,,,,,,,,,,,,0
Kenya,Northern Mariana Islands,Export,Export Partner Share (%),,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
Kenya,Norway,Export,Export Partner Share (%),0.0875,,,,,0.1548,0.099,0.2019,0.2202,0.1504,0.1158,0.1671,0.1191,0.1356,0.1395,0.0926,0.1497,0.2655,0.2807,,,0.3892,,0.4045,0.4239,0.5211,0.5068,0.5486,0.5966
Kenya,Oman,Export,Export Partner Share (%),0.0247,,,,,0.0082,0.0148,0.0556,0.0469,0.0027,0.0181,0.0277,0.0282,0.0293,0.0549,0.0391,0.1058,0.0986,0.2989,,,0.1604,,0.1895,0.2011,0.2506,0.3263,0.3587,0.24
Kenya,"Other Asia, nes",Export,Export Partner Share (%),0.1375,,,,,0.3076,0.0191,0.0176,0.0137,0.0077,0.0047,0.0071,0.0133,0.01,0.0236,0.1046,0.0471,0.031,0.0215,,,0.0344,,0.4682,0.446,0.634,0.8468,0.084,0.2378
Kenya,Pakistan,Export,Export Partner Share (%),6.1827,,,,,4.4963,7.1745,7.848,8.3264,7.4036,2.4224,5.1309,5.3825,5.4434,5.7596,4.9265,4.0458,4.3982,4.4093,,,5.0515,,6.0666,6.9636,10.7818,9.6891,7.5985,8.5262
Kenya,Palau,Export,Export Partner Share (%),,,,,,,,,,,,,0.0009,,,,,,,,,,,,,,,,
Kenya,Panama,Export,Export Partner Share (%),,,,,,,,,,0.0032,,0.0001,0.0057,0.0276,0.0005,0.0003,0.0003,0.004,0.0008,,,0.0019,,0.0021,0.0004,0.0253,0.0168,0.0052,0.004
Kenya,Papua New Guinea,Export,Export Partner Share (%),,,,,,,,,,,0.0008,0.0029,0.013,0.0018,0.0001,0,,0.0001,0,,,0,,0.0058,,0.0001,,0.0008,0.0004
Kenya,Paraguay,Export,Export Partner Share (%),,,,,,,,,,,,,,0.0121,0.0122,0.0111,0.0049,,,,,,,0,0,,,0,
Kenya,Peru,Export,Export Partner Share (%),,,,,,,,,,0.0022,0.0011,0.0001,0.0003,0.0006,0.0013,0.0006,0.0026,0,0.0118,,,0.003,,0.0052,0.0005,0.0018,0.0068,0.0011,0.0079
Kenya,Philippines,Export,Export Partner Share (%),0.1086,,,,,0.0824,0.0779,0.1443,0.0803,0.0784,0.0353,0.0736,0.1838,0.1825,0.0806,0.0893,0.085,0.0588,0.076,,,0.097,,0.1699,0.219,0.0937,0.0954,0.0382,0.0735
Kenya,Pitcairn,Export,Export Partner Share (%),,,,,,,,,,,,,,,,,,,,,,,,0.0045,,,,,
Kenya,Poland,Export,Export Partner Share (%),0.0117,,,,,0.2129,0.2361,0.3075,0.4633,0.4651,0.1942,0.3148,0.283,0.2593,0.1883,0.1954,0.2528,0.2803,0.2854,,,0.3417,,0.3895,0.3121,0.3726,0.3623,0.4455,0.3705
Kenya,Portugal,Export,Export Partner Share (%),0.2847,,,,,0.2481,0.3423,0.2661,0.0864,0.2368,0.0656,0.1048,0.1172,0.0959,0.2366,0.19,0.2028,0.084,0.0962,,,0.0804,,0.0606,0.0667,0.0806,0.0823,0.1193,0.0892
Kenya,Qatar,Export,Export Partner Share (%),0.0047,,,,,0.0046,0.0056,0.0029,0.0019,0.0032,0.0004,0.0055,0.0088,0.0226,0.0291,0.0294,0.0423,0.0325,0.0402,,,0.0403,,0.1614,0.2213,0.6243,0.957,1.0425,0.5359
Kenya,Reunion,Export,Export Partner Share (%),0.2447,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Romania,Export,Export Partner Share (%),0.0013,,,,,0.0174,0.0094,0.0096,0.0006,0.0002,0.0013,0.0155,0.0003,0.0104,0.0244,0.0184,0.0325,0.0403,0.0185,,,0.0169,,0.0408,0.0541,0.0575,0.0711,0.0699,0.0769
Kenya,Russian Federation,Export,Export Partner Share (%),0.0017,,,,,0.0188,0.0561,0.0334,0.0127,0.0461,0.1303,0.4396,0.4858,0.5272,0.6262,0.7002,0.9901,1.0482,1.1018,,,1.4324,,1.388,1.2102,1.346,1.3987,1.0662,1.2493
Kenya,Rwanda,Export,Export Partner Share (%),0.9826,,,,,3.0161,2.275,2.3519,1.4805,1.0818,2.8535,3.1304,3.0504,2.8183,1.8887,2.1122,2.6074,2.7644,2.5709,,,2.565,,3.0892,3.0273,2.8822,2.911,3.8941,3.9329
Kenya,Saint Barthélemy,Export,Export Partner Share (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001
Kenya,Saint Helena,Export,Export Partner Share (%),,,,,,,,,,,,,,,,,,,,,,0.0011,,,,,,,
Kenya,Samoa,Export,Export Partner Share (%),,,,,,,,,,,,,,0.0003,,0.0031,,,,,,,,,,,,,
Kenya,San Marino,Export,Export Partner Share (%),,,,,,,,,,0.0013,0.004,0.0969,0.079,0.002,0.0033,0.0011,0.0005,0.0052,0.0005,,,0.0001,,,,,,0,
Kenya,Sao Tome and Principe,Export,Export Partner Share (%),0.0003,,,,,0.0005,,0.0032,0.0001,,0.0024,,,,0.0049,,,,,,,,,,,,,0,
Kenya,Saudi Arabia,Export,Export Partner Share (%),0.5353,,,,,0.3159,0.4213,0.5035,0.5678,0.481,0.2079,0.2217,0.6659,0.4339,0.2601,0.2677,0.4133,0.4103,0.4496,,,0.6638,,0.9554,1.1638,1.3205,1.6345,1.4953,1.2714
Kenya,Senegal,Export,Export Partner Share (%),0.0003,,,,,0.036,0.0179,0.0002,0.0015,0.0107,0.0413,0.029,0.0513,0.0381,0.0326,0.0586,0.0075,0.007,0.0035,,,0.033,,0.0235,0.0228,0.0215,0.0267,0.0283,0.0441
Kenya,"Serbia, FR(Serbia/Montenegro)",Export,Export Partner Share (%),0.0216,,,,,0.0038,0.001,0.0918,0.0017,,,0.0012,0.0024,0.0002,0.0009,0.0001,0.0022,0.0108,0,,,3.225,,0.0055,0.0027,0.0139,0.0027,0.0021,0.0006
Kenya,Seychelles,Export,Export Partner Share (%),0.0625,,,,,0.1969,0.1235,0.1027,0.1859,0.1438,0.1586,0.1076,0.1138,0.1088,0.1116,0.1044,0.0693,0.0721,0.067,,,0.0763,,0.0553,0.028,0.0294,0.0389,0.0348,0.0294
Kenya,Sierra Leone,Export,Export Partner Share (%),0.0005,,,,,0.0059,0.0058,0.0087,0.0051,0.0304,0.0006,0.0085,0.0146,0.0097,0.0072,0.0105,0.0232,0.0132,0.0136,,,0.0086,,0.0192,0.0084,0.0143,0.0109,0.011,0.0543
Kenya,Singapore,Export,Export Partner Share (%),0.8397,,,,,0.6686,0.478,0.3464,0.3552,0.4441,0.105,0.1026,0.0582,0.0882,0.0688,0.6272,0.7003,0.5327,0.1583,,,0.0707,,0.2417,0.0617,0.0632,0.0856,0.3286,0.1037
Kenya,Slovak Republic,Export,Export Partner Share (%),,,,,,0.0018,0.0002,0.0113,0.0004,0,0.0024,0.0049,0.0017,0.0015,0.0109,0.0032,0.0005,0.0033,0.0023,,,0.0018,,0.0118,0.0002,0.0012,0.0029,0.0011,0.0055
Kenya,Slovenia,Export,Export Partner Share (%),,,,,,0.0042,0.0012,0.0093,0.005,0.0004,0.0027,0.0036,0.0036,0.0099,0.01,0.002,0.0002,0.0011,0.0015,,,0.0005,,0.006,0.0025,0.0021,0.0022,0.0019,0.0018
Kenya,Solomon Islands,Export,Export Partner Share (%),,,,,,,,,,,,0.0003,,0.0087,0.0024,,0.0017,,,,,,,0.0051,,0.0008,0.0052,,0.0001
Kenya,Somalia,Export,Export Partner Share (%),2.2074,,,,,1.6493,1.5541,1.4533,2.1029,1.4484,3.1659,2.1093,1.5079,1.9236,3.0156,3.033,3.7337,3.2512,3.1864,,,3.0711,,2.6177,3.102,3.3093,2.4592,1.9881,1.7751
Kenya,South Africa,Export,Export Partner Share (%),0.5003,,,,,0.8979,0.8291,0.3876,0.498,0.3246,0.6306,0.633,0.7846,0.8294,0.9565,0.8544,1.0575,1.0377,0.5963,,,0.6222,,0.7467,0.7177,0.4643,0.7157,0.5559,0.543
Kenya,South Asia,Export,Export Partner Share (%),6.8037,,,,,5.7016,9.0321,9.518,11.6237,11.8632,6.14,9.4361,8.8805,7.8289,8.0615,8.1679,7.5617,8.3695,9.7784,,,10.5221,,10.2186,10.9918,12.4334,11.9179,9.281,10.2091
Kenya,South Sudan,Export,Export Partner Share (%),,,,,,,,,,,,,,,,,,,,,,,,2.937,2.8243,2.8196,2.1146,2.1063,3.5946
Kenya,Spain,Export,Export Partner Share (%),0.9186,,,,,0.7808,0.6468,0.4861,0.4256,0.5599,0.6849,0.5318,0.5874,0.4285,0.4877,0.5944,0.6264,0.437,0.4964,,,0.4227,,0.5575,0.3982,0.4987,0.725,0.7444,0.8381
Kenya,Sri Lanka,Export,Export Partner Share (%),0.0991,,,,,0.1549,0.2651,0.123,0.1675,0.1606,0.0686,0.1531,0.176,0.2183,0.1835,0.1732,0.2324,0.206,0.216,,,0.0522,,0.0366,0.0362,0.0496,0.0543,0.03,0.0456
Kenya,St. Kitts and Nevis,Export,Export Partner Share (%),,,,,,,,,,,,,0.0005,,,,,,,,,,,,,,,,
Kenya,St. Lucia,Export,Export Partner Share (%),,,,,,,,,,,,0.0001,0.0001,0.0001,0.0001,0.0001,0,,,,,,,,,,0,0.0001,
Kenya,St. Vincent and the Grenadines,Export,Export Partner Share (%),,,,,,,,,,,,,0.0137,0.0312,,,,,,,,,,,,,,,
Kenya,Sub-Saharan Africa,Export,Export Partner Share (%),16.5687,,,,,40.2448,39.0293,37.0927,33.0783,29.3644,45.5573,42.0475,42.8841,42.9605,38.4278,40.6034,42.4757,43.3951,41.4268,,,35.5532,,36.7962,35.7257,33.0623,30.751,33.0241,34.7969
Kenya,Sudan,Export,Export Partner Share (%),,,,,,,,,,,,,,,,,,,,,,1.3128,,1.0269,0.9274,1.1625,1.0118,0.9783,
Kenya,Suriname,Export,Export Partner Share (%),,,,,,,,,,,0.0396,0.0665,0.0114,0.0041,0.0009,0.0013,0.0002,0.0001,,,,,,0,,,,0.0002,
Kenya,Sweden,Export,Export Partner Share (%),0.9904,,,,,1.5842,1.2327,1.1706,0.7643,0.5748,0.4393,0.3289,0.501,0.4093,0.4383,0.5791,0.458,0.7239,0.6691,,,0.5211,,0.432,0.5304,0.4819,0.4616,0.3318,0.3514
Kenya,Switzerland,Export,Export Partner Share (%),3.4903,,,,,1.0461,0.5888,0.6494,0.7445,1.03,0.848,1.1374,0.5987,0.6512,1.2453,1.1308,0.8821,0.3055,0.418,,,0.8655,,0.8706,0.8381,0.5461,0.5746,0.4008,0.42
Kenya,Syrian Arab Republic,Export,Export Partner Share (%),0.0086,,,,,0.0202,0.0303,0.0339,0.0326,0.0292,0.0134,0.0186,0.0158,0.0219,0.028,0.0158,0.0179,0.035,0.0242,,,0.0135,,0.0145,0.0288,0.0237,0.0327,0.0207,0.0105
Kenya,Tajikistan,Export,Export Partner Share (%),,,,,,,,,,,,,,,0.0001,,,,,,,0.0002,,,0,0,0,0,0.0008
Kenya,Tanzania,Export,Export Partner Share (%),3.5816,,,,,12.1721,11.9274,9.8702,7.2924,7.1328,7.6433,7.8258,7.9642,7.7325,7.2468,8.129,8.4958,8.722,8.1292,,,7.661,,5.7936,6.0195,4.8005,4.8541,5.6468,4.8966
Kenya,Thailand,Export,Export Partner Share (%),0.4146,,,,,0.4244,0.3048,0.4577,0.3129,0.4633,0.1306,0.3068,0.4815,0.543,0.3825,0.3067,1.043,0.2553,0.2733,,,0.3397,,0.3564,0.2988,0.8417,1.1841,0.4649,0.3249
Kenya,Togo,Export,Export Partner Share (%),0.0014,,,,,0.0008,0.0024,0.0048,0.0049,0.0083,0.0011,0.0041,0.004,0.008,0.0068,0.0138,0.0063,0.0045,0.0032,,,0.006,,0.0229,0.009,0.0079,0.0201,0.0103,0.0155
Kenya,Tokelau,Export,Export Partner Share (%),,,,,,,,,,,,0.0017,0.0003,0.0002,,,,,,,,,,,,,,,0
Kenya,Tonga,Export,Export Partner Share (%),,,,,,,,,,,,,0.0002,0.0001,,,,,,,,,,,,,,,0.0009
Kenya,Trinidad and Tobago,Export,Export Partner Share (%),0.0007,,,,,,0.0014,0.0002,0.0002,0.0023,0.0081,,0.0007,0.0053,0.0032,0.019,0.0119,,0,,,0.0001,,0.0029,0,0,0.0001,0.0006,0.0001
Kenya,Tunisia,Export,Export Partner Share (%),0.0001,,,,,0.0431,0.0042,0.0119,0.0348,0.1035,0.0022,0.003,0.002,0.0019,0.0005,0.0326,0.0004,0.0352,0.0003,,,0.0015,,0.0123,0.0051,0.0454,0.0303,0.0186,0.0008
Kenya,Turkey,Export,Export Partner Share (%),0.0418,,,,,0.0978,0.1104,0.0668,0.1275,0.1579,0.0618,0.0787,0.07,0.0701,0.1655,0.2981,0.2373,0.1898,0.2059,,,0.1847,,0.1829,0.3906,0.4138,0.4062,0.2244,0.4179
Kenya,Turkmenistan,Export,Export Partner Share (%),,,,,,,,,,,,,,0.0095,,0.0001,,,,,,,,,0.0003,0,0,0.0006,0
Kenya,Turks and Caicos Isl.,Export,Export Partner Share (%),,,,,,,,,,,,0,0.0013,0.0015,,0.0003,,,,,,,,,,,,,
Kenya,Tuvalu,Export,Export Partner Share (%),,,,,,,,,,,,0.0001,,,,0,0.0003,0.0001,0.0002,,,,,,,,0.0001,,
Kenya,Uganda,Export,Export Partner Share (%),5.4859,,,,,14.2734,15.0224,16.0562,14.404,10.476,21.547,15.726,17.5352,16.5571,11.0508,12.2243,12.2919,13.4048,12.7156,,,11.8972,,11.8019,10.7537,10.4042,10.0953,10.6943,11.184
Kenya,Ukraine,Export,Export Partner Share (%),,,,,,,,,,0.0125,0.0083,0.0187,0.0348,0.0707,0.1431,0.1429,0.081,0.0741,0.0543,,,0.0749,,0.0521,0.0793,0.1134,0.0913,0.1083,0.1523
Kenya,United Arab Emirates,Export,Export Partner Share (%),18.8567,,,,,0.7847,1.1501,1.6867,2.1774,2.5978,1.1628,1.1719,1.123,1.5749,1.9764,3.1409,2.1961,3.1066,4.6013,,,4.7806,,5.0316,5.3583,4.4384,5.7117,6.4988,5.3717
Kenya,United Kingdom,Export,Export Partner Share (%),14.379,,,,,12.1248,14.0178,14.7088,15.5302,15.8057,13.3124,12.2741,10.5126,9.1914,10.8638,10.4819,11.0098,11.1599,9.8123,,,7.8751,,6.9992,6.5012,6.4889,6.5574,6.7126,7.7875
Kenya,United States,Export,Export Partner Share (%),2.9261,,,,,2.949,3.5766,2.2869,2.3065,2.6577,1.407,1.6037,1.7981,6.6696,8.3183,7.0026,5.991,5.0652,5.5125,,,6.2719,,7.0089,7.4998,7.9562,7.7237,8.7137,7.7028
Kenya,Unspecified,Export,Export Partner Share (%),0.0652,,,,,1.8444,1.9892,1.2661,0.3114,0.7858,6.627,5.0754,5.6296,1.9874,0.5611,0.0184,0.0606,0.124,0.3769,,,0.3053,,0.1377,0.1808,0.4168,0.2071,0.3135,0.1005
Kenya,Uruguay,Export,Export Partner Share (%),,,,,,,,,,0.0042,0.0001,,0.0003,0.0024,0.0022,0.0003,0.0077,,0.0078,,,0.0002,,0.0024,0.0001,0,0,0.0002,0
Kenya,Uzbekistan,Export,Export Partner Share (%),,,,,,,,,,,,0.0003,0,,0.0014,,,0.0023,0.0006,,,0.0024,,0.0106,0.0183,0.0527,0.0432,0.0411,0.0924
Kenya,Vanuatu,Export,Export Partner Share (%),,,,,,,,,,,,,0.0001,,,,,,,,,,,,,,,,
Kenya,Venezuela,Export,Export Partner Share (%),,,,,,,,,,0.0845,0.0052,0.0004,0.0045,0.0087,0.0004,0.0014,0.0001,0.0015,0.0149,,,,,0.3343,0,,0.5001,0.0001,0.0017
Kenya,Vietnam,Export,Export Partner Share (%),,,,,,0.0007,0.0005,,0.0195,0.0859,0.0213,0.0296,0.118,0.1463,0.0864,0.1528,0.097,0.0775,0.0823,,,0.0933,,0.0651,0.1104,0.2505,0.3316,0.2624,0.1941
Kenya,Wallis and Futura Isl.,Export,Export Partner Share (%),,,,,,,,,,,,0.0005,,0.0003,,,,,,,,,,,,,,,
Kenya,Western Sahara,Export,Export Partner Share (%),0.0024,,,,,0.0054,0.0042,0.0026,0,0,0.0006,,,,,,,,,,,,,,,,,,
Kenya,Yemen,Export,Export Partner Share (%),0.2592,,,,,0.7154,0.6982,1.0048,1.0041,1.1349,0.5281,1.2601,1.0052,0.6013,0.845,0.7874,0.8133,0.9609,1.1028,,,1.0577,,0.6923,0.8309,1.0751,0.7979,0.8364,0.7319
Kenya,Zambia,Export,Export Partner Share (%),0.2588,,,,,0.2047,0.1744,0.1123,0.1302,0.3301,0.7192,0.9407,1.1308,1.055,1.6076,1.8168,1.5977,1.4001,1.144,,,1.2355,,1.017,0.8946,0.6512,0.8631,0.7301,0.6927
Kenya,Zimbabwe,Export,Export Partner Share (%),0.1924,,,,,0.3448,0.2896,0.2393,0.1919,0.1422,0.1657,0.1887,0.0807,0.104,0.0486,0.0799,0.0519,0.1033,0.1811,,,0.3705,,0.2095,0.1581,0.2535,0.1871,0.1645,0.1774
